"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Hack Squat (Machine)",,"",1,"normal",160,12,,,
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Hack Squat (Machine)",,"",2,"normal",180,9,,,
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Hip Adduction (Machine)",,"",0,"normal",120,12,,,
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Hip Adduction (Machine)",,"",1,"normal",130,13,,,
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Hip Abduction (Machine)",,"",0,"normal",130,12,,,
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Hip Abduction (Machine)",,"",1,"normal",135,12,,,
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Romanian Deadlift (Dumbbell)",,"",0,"normal",60,8,,,
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Romanian Deadlift (Dumbbell)",,"",1,"normal",60,13,,,
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Leg Press Horizontal (Machine)",,"",0,"normal",295,10,,,
"LEGS + ACESSORY 🕷️🕸️","12 Jan 2025, 14:08","12 Jan 2025, 15:28","","Leg Press Horizontal (Machine)",,"",1,"normal",370,10,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Triceps Extension (Cable)",,"",0,"normal",42.5,11,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Triceps Extension (Cable)",,"",1,"normal",42.5,10,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Triceps Extension (Cable)",,"",2,"normal",45.5,8,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Triceps Extension (Cable)",,"",3,"warmup",27.5,16,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Triceps Extension (Cable)",,"",4,"dropset",35.5,5,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Lateral Raise (Cable)",,"",0,"normal",12.5,13,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Lateral Raise (Cable)",,"",1,"normal",15.5,10,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Lateral Raise (Cable)",,"",2,"normal",15.5,12,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Triceps Pushdown",,"",0,"normal",55,10,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Triceps Pushdown",,"",1,"normal",55,10,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Triceps Pushdown",,"",2,"normal",55,9,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Triceps Pushdown",,"",3,"dropset",40,4,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Seated Shoulder Press (Machine)",,"",0,"normal",100,7,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Seated Shoulder Press (Machine)",,"",1,"normal",100,6,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Seated Shoulder Press (Machine)",,"",2,"dropset",75,4,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Seated Shoulder Press (Machine)",,"",3,"warmup",80,7,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Preacher Curl (Machine)",,"",0,"normal",125,11,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Preacher Curl (Machine)",,"",1,"normal",125,7,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Preacher Curl (Machine)",,"",2,"normal",115,8,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Preacher Curl (Machine)",,"",3,"warmup",80,16,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Preacher Curl (Machine)",,"",4,"dropset",70,18,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","hammer curl preacher",,"",0,"normal",20,14,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","hammer curl preacher",,"",1,"normal",20,16,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","hammer curl preacher",,"",2,"warmup",20,8,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","EZ Bar Biceps Curl",,"",0,"normal",40,13,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","EZ Bar Biceps Curl",,"",1,"normal",40,13,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","EZ Bar Biceps Curl",,"",2,"normal",40,14,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Rope Cable Curl",,"",0,"normal",52.5,7,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Rope Cable Curl",,"",1,"normal",47.5,12,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Rope Cable Curl",,"",2,"dropset",22.5,5,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Cable Crunch",,"",0,"normal",110,10,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Cable Crunch",,"",1,"normal",110,13,,,
"SHOULDER + ARM 🦍🌴","11 Jan 2025, 16:48","11 Jan 2025, 18:43","","Cable Crunch",,"",2,"normal",110,12,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Incline Bench Press (Dumbbell)",,"",0,"normal",120,11,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Incline Bench Press (Dumbbell)",,"",1,"normal",120,9,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Incline Bench Press (Dumbbell)",,"",2,"normal",130,6,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Incline Bench Press (Dumbbell)",,"",3,"warmup",70,12,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Single Arm Lat Pulldown",,"",0,"normal",70,18,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Single Arm Lat Pulldown",,"",1,"normal",70,18,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Single Arm Lat Pulldown",,"",2,"warmup",45,12,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Chest Fly (Machine)",,"",0,"normal",180,12,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Chest Fly (Machine)",,"",1,"normal",180,9,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Chest Fly (Machine)",,"",2,"normal",175,11,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",100,12,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",150,6,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","bench machine",,"",0,"normal",190,8,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","bench machine",,"",1,"normal",190,8,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","bench machine",,"",2,"dropset",100,8,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Back Extension (Machine)",,"",0,"normal",160,14,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Back Extension (Machine)",,"",1,"normal",170,13,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Back Extension (Machine)",,"",2,"normal",180,12,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",57.5,10,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",50,12,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Incline Chest Press (Machine)",,"",0,"normal",140,6,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Chest Dip (Assisted)",,"",0,"normal",20,10,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Chest Dip (Assisted)",,"",1,"normal",20,12,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Seated Cable Row - Bar Grip",,"",0,"normal",145,10,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Seated Cable Row - Bar Grip",,"",1,"normal",145,10,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",150,10,,,
"BACK AND CHEST 🏜️🐫","10 Jan 2025, 12:11","10 Jan 2025, 14:08","","Seated Cable Row - V Grip (Cable)",,"",1,"dropset",120,5,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Seated Leg Curl (Machine)",,"",0,"normal",115,10,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Seated Leg Curl (Machine)",,"",1,"normal",95,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Seated Leg Curl (Machine)",,"",2,"normal",95,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Seated Leg Curl (Machine)",,"",3,"warmup",75,14,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Leg Extension (Machine)",,"",0,"normal",110,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Leg Extension (Machine)",,"",1,"normal",120,10,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Leg Extension (Machine)",,"",2,"normal",120,10,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Seated Calf Raise",,"",0,"normal",100,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Seated Calf Raise",,"",1,"normal",100,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Seated Calf Raise",,"",2,"normal",100,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Hack Squat (Machine)",,"",0,"normal",90,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Hack Squat (Machine)",,"",1,"normal",160,9,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Hack Squat (Machine)",,"",2,"normal",160,8,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Hip Adduction (Machine)",,"",0,"normal",100,13,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Hip Adduction (Machine)",,"",1,"normal",110,14,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Hip Adduction (Machine)",,"",2,"normal",120,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Hip Abduction (Machine)",,"",0,"normal",120,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Hip Abduction (Machine)",,"",1,"normal",130,14,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Hip Abduction (Machine)",,"",2,"normal",140,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Crunch (Machine)",,"",0,"normal",10,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Crunch (Machine)",,"",1,"normal",10,12,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Cable Crunch",,"",0,"normal",110,13,,,
"LEGS + ACESSORY 🕷️🕸️","8 Jan 2025, 15:44","8 Jan 2025, 17:30","","Cable Crunch",,"",1,"normal",140,10,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Extension (Cable)",,"",0,"normal",37.5,13,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Extension (Cable)",,"",1,"normal",37.5,12,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Extension (Cable)",,"",2,"normal",37.5,11,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Extension (Cable)",,"",3,"warmup",27.5,12,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Extension (Cable)",,"",4,"dropset",27.5,6,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Lateral Raise (Cable)",,"",0,"normal",12.5,12,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Lateral Raise (Cable)",,"",1,"normal",12.5,12,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Lateral Raise (Cable)",,"",2,"normal",12.5,11,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Pushdown",,"",0,"normal",50,10,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Pushdown",,"",1,"dropset",40,2,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Pushdown",,"",2,"normal",50,8,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Pushdown",,"",3,"dropset",35,3,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Seated Shoulder Press (Machine)",,"",0,"normal",95,9,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Seated Shoulder Press (Machine)",,"",1,"normal",95,8,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Seated Shoulder Press (Machine)",,"",2,"normal",95,8,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Seated Shoulder Press (Machine)",,"",3,"warmup",80,5,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Preacher Curl (Machine)",,"",0,"normal",120,10,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Preacher Curl (Machine)",,"",1,"normal",115,8,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Preacher Curl (Machine)",,"",2,"normal",115,8,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","hammer curl preacher",,"",0,"normal",25,12,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","hammer curl preacher",,"",1,"normal",25,10,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","hammer curl preacher",,"",2,"normal",25,8,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","hammer curl preacher",,"",3,"warmup",20,8,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Triceps Rope Pushdown",,"",0,"normal",40,8,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Bicep Curl (Machine)",,"",0,"normal",80,11,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Bicep Curl (Machine)",,"",1,"normal",90,8,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Bicep Curl (Machine)",,"",2,"normal",90,9,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Decline Crunch (Weighted)",,"",0,"normal",25,12,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Decline Crunch (Weighted)",,"",1,"normal",25,12,,,
"SHOULDER + ARM 🦍🌴","7 Jan 2025, 12:27","7 Jan 2025, 14:31","","Decline Crunch (Weighted)",,"",2,"normal",25,12,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Incline Bench Press (Dumbbell)",,"",0,"normal",100,12,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Incline Bench Press (Dumbbell)",,"",1,"normal",120,10,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Incline Bench Press (Dumbbell)",,"",2,"normal",120,8,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Incline Bench Press (Dumbbell)",,"",3,"warmup",70,10,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Single Arm Lat Pulldown",,"",0,"normal",65,20,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Single Arm Lat Pulldown",,"",1,"normal",70,16,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Single Arm Lat Pulldown",,"",2,"warmup",45,12,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Chest Fly (Machine)",,"",0,"normal",175,12,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Chest Fly (Machine)",,"",1,"normal",175,11,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Chest Fly (Machine)",,"",2,"normal",175,11,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",135,10,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",135,10,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",145,11,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",145,9,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",145,10,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","bench machine",,"",0,"normal",140,12,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","bench machine",,"",1,"normal",180,8,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","bench machine",,"",2,"normal",190,7,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Back Extension (Machine)",,"",0,"normal",120,12,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Back Extension (Machine)",,"",1,"normal",130,12,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Back Extension (Machine)",,"",2,"normal",160,14,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",55,15,,,
"BACK AND CHEST 🏜️🐫","6 Jan 2025, 13:58","6 Jan 2025, 16:07","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",75,12,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Seated Leg Curl (Machine)",,"",0,"normal",105,12,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Seated Leg Curl (Machine)",,"",1,"normal",105,12,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Seated Leg Curl (Machine)",,"",2,"normal",110,10,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Seated Leg Curl (Machine)",,"",3,"warmup",95,10,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Leg Extension (Machine)",,"",0,"normal",110,10,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Leg Extension (Machine)",,"",1,"normal",115,10,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Seated Calf Raise",,"",0,"normal",100,12,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Seated Calf Raise",,"",1,"normal",100,12,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Seated Calf Raise",,"",2,"normal",100,12,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Hack Squat (Machine)",,"",0,"normal",160,8,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Hack Squat (Machine)",,"",1,"normal",160,7,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Hack Squat (Machine)",,"",2,"warmup",90,10,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Glute Kickback (Machine)",,"",0,"normal",50,8,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Glute Kickback (Machine)",,"",1,"normal",50,8,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Romanian Deadlift (Dumbbell)",,"",0,"normal",90,12,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Romanian Deadlift (Dumbbell)",,"",1,"normal",90,13,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Romanian Deadlift (Dumbbell)",,"",2,"normal",90,13,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Hip Adduction (Machine)",,"",0,"normal",100,13,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Hip Adduction (Machine)",,"",1,"normal",110,12,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Leg Press Horizontal (Machine)",,"",0,"normal",370,9,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Leg Press Horizontal (Machine)",,"",1,"normal",395,9,,,
"LEGS + ACESSORY 🕷️🕸️","5 Jan 2025, 13:39","5 Jan 2025, 16:04","","Leg Press Horizontal (Machine)",,"",2,"normal",415,8,,,
"SHOULDER + ARM 🦍🌴","4 Jan 2025, 16:45","4 Jan 2025, 18:20","","Triceps Extension (Cable)",,"",0,"normal",32.5,14,,,
"SHOULDER + ARM 🦍🌴","4 Jan 2025, 16:45","4 Jan 2025, 18:20","","Triceps Extension (Cable)",,"",1,"normal",32.5,13,,,
"SHOULDER + ARM 🦍🌴","4 Jan 2025, 16:45","4 Jan 2025, 18:20","","Triceps Extension (Cable)",,"",2,"normal",37.5,11,,,
"SHOULDER + ARM 🦍🌴","4 Jan 2025, 16:45","4 Jan 2025, 18:20","","Triceps Extension (Cable)",,"",3,"dropset",27.5,4,,,
"SHOULDER + ARM 🦍🌴","4 Jan 2025, 16:45","4 Jan 2025, 18:20","","Triceps Extension (Cable)",,"",4,"warmup",32.5,14,,,
"SHOULDER + ARM 🦍🌴","4 Jan 2025, 16:45","4 Jan 2025, 18:20","","Lateral Raise (Cable)",,"ji",0,"normal",12.5,12,,,
"SHOULDER + ARM 🦍🌴","4 Jan 2025, 16:45","4 Jan 2025, 18:20","","Lateral Raise (Cable)",,"ji",1,"normal",12.5,12,,,
"SHOULDER + ARM 🦍🌴","4 Jan 2025, 16:45","4 Jan 2025, 18:20","","Lateral Raise (Cable)",,"ji",2,"normal",12.5,10,,,
"SHOULDER + ARM 🦍🌴","4 Jan 2025, 16:45","4 Jan 2025, 18:20","","Triceps Pushdown",,"",0,"normal",45,13,,,
