"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Incline Bench Press (Dumbbell)",,"planet fitnwss stilk cant do 10",0,"normal",130,9,,,9.5
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Incline Bench Press (Dumbbell)",,"planet fitnwss stilk cant do 10",1,"normal",130,7,,,10
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Incline Bench Press (Dumbbell)",,"planet fitnwss stilk cant do 10",2,"normal",130,7,,,10
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Incline Bench Press (Dumbbell)",,"planet fitnwss stilk cant do 10",3,"dropset",80,6,,,9
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Incline Bench Press (Dumbbell)",,"planet fitnwss stilk cant do 10",4,"warmup",70,16,,,6
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Incline Bench Press (Dumbbell)",,"planet fitnwss stilk cant do 10",5,"warmup",100,9,,,6
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Single Arm Lat Pulldown",,"",0,"normal",77.5,20,,,9.5
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Single Arm Lat Pulldown",,"",1,"normal",77.5,16,,,10
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Single Arm Lat Pulldown",,"",2,"normal",77.5,16,,,10
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Single Arm Lat Pulldown",,"",3,"warmup",52.5,20,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Fly (Machine)",,"",0,"normal",180,11,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Fly (Machine)",,"",1,"normal",190,9,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Fly (Machine)",,"",2,"dropset",160,3,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Fly (Machine)",,"",3,"normal",190,9,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Fly (Machine)",,"",4,"dropset",160,2,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Face Pull",,"",0,"normal",60,12,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Face Pull",,"",1,"normal",60,12,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",165,9,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",165,8,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",165,8,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Seated Cable Row - V Grip (Cable)",,"",3,"warmup",130,8,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Pull Up (Assisted)",0,"",0,"normal",,8,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Pull Up (Assisted)",0,"",1,"dropset",30,4,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Pull Up (Assisted)",0,"",2,"normal",,8,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Pull Up (Assisted)",0,"",3,"dropset",20,4,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Dip (Assisted)",0,"",0,"normal",,12,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Dip (Assisted)",0,"",1,"normal",5,11,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Dip (Assisted)",0,"",2,"dropset",20,5,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Dip (Assisted)",0,"",3,"normal",5,10,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Chest Dip (Assisted)",0,"",4,"dropset",20,4,,,
"chets and back 🐫🐪","8 Mar 2025, 13:28","8 Mar 2025, 15:35","","Incline Bench Press (Smith Machine)",,"",0,"normal",155,9,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Squat (Barbell)",,"trying witha. friend i like it i will do regular swuats once and a while 225 feels heavier than it looks i was scared but i think i can get more next time first time swuatting in ocer a year",0,"warmup",45,8,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Squat (Barbell)",,"trying witha. friend i like it i will do regular swuats once and a while 225 feels heavier than it looks i was scared but i think i can get more next time first time swuatting in ocer a year",1,"warmup",95,8,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Squat (Barbell)",,"trying witha. friend i like it i will do regular swuats once and a while 225 feels heavier than it looks i was scared but i think i can get more next time first time swuatting in ocer a year",2,"normal",135,10,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Squat (Barbell)",,"trying witha. friend i like it i will do regular swuats once and a while 225 feels heavier than it looks i was scared but i think i can get more next time first time swuatting in ocer a year",3,"normal",185,5,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Squat (Barbell)",,"trying witha. friend i like it i will do regular swuats once and a while 225 feels heavier than it looks i was scared but i think i can get more next time first time swuatting in ocer a year",4,"normal",225,4,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Squat (Barbell)",,"trying witha. friend i like it i will do regular swuats once and a while 225 feels heavier than it looks i was scared but i think i can get more next time first time swuatting in ocer a year",5,"normal",185,9,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Squat (Barbell)",,"trying witha. friend i like it i will do regular swuats once and a while 225 feels heavier than it looks i was scared but i think i can get more next time first time swuatting in ocer a year",6,"dropset",135,13,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Calf Press (Machine)",3,"",0,"warmup",170,13,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Calf Press (Machine)",3,"",1,"normal",270,13,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Calf Press (Machine)",3,"",2,"normal",270,13,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Calf Press (Machine)",3,"",3,"normal",290,14,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Seated Leg Curl (Machine)",3,"",0,"normal",170,13,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Seated Leg Curl (Machine)",3,"",1,"normal",175,12,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Seated Leg Curl (Machine)",3,"",2,"normal",175,13,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Seated Leg Curl (Machine)",3,"",3,"warmup",100,12,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Leg Extension (Machine)",,"",0,"normal",145,12,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Leg Extension (Machine)",,"",1,"failure",145,8,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Leg Extension (Machine)",,"",2,"normal",155,9,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Leg Extension (Machine)",,"",3,"failure",155,8,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Leg Extension (Machine)",,"",4,"normal",160,10,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Leg Extension (Machine)",,"",5,"failure",160,8,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Lateral Raise (Machine)",,"",0,"normal",100,12,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Lateral Raise (Machine)",,"",1,"normal",120,8,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Lateral Raise (Machine)",,"",2,"normal",110,9,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Lateral Raise (Machine)",,"",3,"dropset",90,4,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Cable Crunch",,"",0,"normal",135,11,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Cable Crunch",,"",1,"normal",135,9,,,
"legs day 🍗","6 Mar 2025, 13:38","6 Mar 2025, 15:11","","Cable Crunch",,"",2,"warmup",105,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Lateral Raise (Cable)",,"",0,"normal",17.5,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Lateral Raise (Cable)",,"",1,"normal",17.5,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Lateral Raise (Cable)",,"",2,"normal",17.5,11,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Lateral Raise (Cable)",,"",3,"warmup",7.5,17,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Lateral Raise (Cable)",,"",4,"warmup",12.5,8,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Lateral Raise (Cable)",,"",5,"dropset",12.5,5,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Lateral Raise (Cable)",,"",6,"dropset",12.5,5,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Lateral Raise (Cable)",,"",7,"dropset",12.5,5,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Seated Incline Curl (Dumbbell)",,"",0,"normal",25,13,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Seated Incline Curl (Dumbbell)",,"",1,"normal",25,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Seated Incline Curl (Dumbbell)",,"",2,"normal",25,10,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Seated Incline Curl (Dumbbell)",,"",3,"warmup",15,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Extension (Cable)",4,"",0,"normal",47.5,13,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Extension (Cable)",4,"",1,"normal",47.5,10,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Extension (Cable)",4,"",2,"normal",47.5,9,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Extension (Cable)",4,"",3,"warmup",32.5,10,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Extension (Cable)",4,"",4,"dropset",32.5,6,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Rear Delt Reverse Fly (Cable)",4,"",0,"normal",12.5,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Rear Delt Reverse Fly (Cable)",4,"",1,"normal",12.5,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","BU shoulder press",,"went up secodn set bc i got interrupted the first set",0,"normal",135,8,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","BU shoulder press",,"went up secodn set bc i got interrupted the first set",1,"normal",135,9,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","BU shoulder press",,"went up secodn set bc i got interrupted the first set",2,"warmup",65,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","BU shoulder press",,"went up secodn set bc i got interrupted the first set",3,"warmup",100,8,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","BU shoulder press",,"went up secodn set bc i got interrupted the first set",4,"warmup",120,5,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Hammer Curl (Dumbbell)",5,"",0,"normal",40,14,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Hammer Curl (Dumbbell)",5,"",1,"normal",40,11,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Hammer Curl (Dumbbell)",5,"",2,"normal",40,11,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Hammer Curl (Dumbbell)",5,"",3,"warmup",27.5,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Hammer Curl (Dumbbell)",5,"",4,"warmup",37.5,8,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Pushdown",5,"",0,"normal",52.5,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Pushdown",5,"",1,"dropset",42.5,4,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Pushdown",5,"",2,"normal",57.5,11,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Pushdown",5,"",3,"dropset",42.5,5,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Pushdown",5,"",4,"normal",57.5,11,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Pushdown",5,"",5,"dropset",42.5,5,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Triceps Pushdown",5,"",6,"warmup",37.5,12,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Reverse Curl (Cable)",,"",0,"normal",27.5,15,,,
"sharms 🦍🌴","5 Mar 2025, 15:36","5 Mar 2025, 17:00","","Reverse Curl (Cable)",,"",1,"normal",32.5,11,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Incline Bench Press (Dumbbell)",,"fitrec, one top set going for a record other two working on eccentric and stretch with lighter weight. went for two acrually bc bench incline was higher than usual.",0,"normal",130,7,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Incline Bench Press (Dumbbell)",,"fitrec, one top set going for a record other two working on eccentric and stretch with lighter weight. went for two acrually bc bench incline was higher than usual.",1,"normal",130,7,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Incline Bench Press (Dumbbell)",,"fitrec, one top set going for a record other two working on eccentric and stretch with lighter weight. went for two acrually bc bench incline was higher than usual.",2,"normal",130,6,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Incline Bench Press (Dumbbell)",,"fitrec, one top set going for a record other two working on eccentric and stretch with lighter weight. went for two acrually bc bench incline was higher than usual.",3,"dropset",70,4,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Incline Bench Press (Dumbbell)",,"fitrec, one top set going for a record other two working on eccentric and stretch with lighter weight. went for two acrually bc bench incline was higher than usual.",4,"normal",100,12,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Incline Bench Press (Dumbbell)",,"fitrec, one top set going for a record other two working on eccentric and stretch with lighter weight. went for two acrually bc bench incline was higher than usual.",5,"warmup",80,12,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Incline Bench Press (Dumbbell)",,"fitrec, one top set going for a record other two working on eccentric and stretch with lighter weight. went for two acrually bc bench incline was higher than usual.",6,"warmup",100,6,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Pull Up (Assisted)",0,"",0,"normal",15,9,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Pull Up (Assisted)",0,"",1,"normal",15,8,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Chest Dip (Assisted)",0,"",0,"normal",15,12,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Chest Dip (Assisted)",0,"",1,"normal",15,11,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","fitrec chest fly",,"",0,"normal",140,10,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","fitrec chest fly",,"",1,"normal",140,9,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","fitrec chest fly",,"",2,"normal",140,8,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","fitrec chest fly",,"",3,"dropset",100,5,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",160,10,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",160,8,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",145,9,,,
"chets and back 🐫🐪","4 Mar 2025, 14:18","4 Mar 2025, 15:16","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",130,10,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Seated Leg Curl (Machine)",,"",0,"normal",155,14,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Seated Leg Curl (Machine)",,"",1,"normal",165,11,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Seated Leg Curl (Machine)",,"",2,"normal",165,11,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Seated Leg Curl (Machine)",,"",3,"warmup",85,12,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Seated Leg Curl (Machine)",,"",4,"warmup",125,8,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Seated Leg Curl (Machine)",,"",5,"normal",155,5,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Extension (Machine)",,"",0,"normal",145,12,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Extension (Machine)",,"",1,"failure",145,8,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Extension (Machine)",,"",2,"normal",150,11,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Extension (Machine)",,"",3,"failure",155,8,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Extension (Machine)",,"",4,"normal",160,11,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Extension (Machine)",,"",5,"failure",160,8,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Extension (Machine)",,"",6,"warmup",85,12,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Extension (Machine)",,"",7,"warmup",115,8,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Calf Press (Machine)",,"",0,"warmup",195,13,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Calf Press (Machine)",,"",1,"normal",270,13,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Calf Press (Machine)",,"",2,"normal",270,13,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Calf Press (Machine)",,"",3,"normal",270,13,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Press Horizontal (Machine)",,"feet together for quads",0,"normal",390,11,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Press Horizontal (Machine)",,"feet together for quads",1,"normal",395,10,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Press Horizontal (Machine)",,"feet together for quads",2,"normal",415,8,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Leg Press Horizontal (Machine)",,"feet together for quads",3,"warmup",270,8,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Hip Adduction (Machine)",,"",0,"normal",120,11,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Hip Adduction (Machine)",,"",1,"normal",125,10,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Hip Adduction (Machine)",,"",2,"warmup",105,8,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Lateral Raise (Cable)",,"",0,"normal",12.5,14,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Lateral Raise (Cable)",,"",1,"normal",17.5,13,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Lateral Raise (Cable)",,"",2,"normal",17.5,11,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Lateral Raise (Cable)",,"",3,"dropset",12.5,4,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Reverse Curl (Cable)",,"single arm each side is number reps",0,"normal",22.5,16,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","Reverse Curl (Cable)",,"single arm each side is number reps",1,"normal",27.5,14,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","bayesian curl",,"",0,"normal",27.5,9,,,
"legs day 🍗","3 Mar 2025, 15:57","3 Mar 2025, 17:20","legs day with some arms","bayesian curl",,"",1,"normal",27.5,8,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","BU shoulder press",2,"slower eccentric today",0,"normal",135,8,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","BU shoulder press",2,"slower eccentric today",1,"normal",135,7,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","BU shoulder press",2,"slower eccentric today",2,"normal",135,7,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","BU shoulder press",2,"slower eccentric today",3,"warmup",65,12,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","BU shoulder press",2,"slower eccentric today",4,"warmup",100,8,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","BU shoulder press",2,"slower eccentric today",5,"warmup",120,5,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","BU shoulder press",2,"slower eccentric today",6,"dropset",95,4,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Triceps Extension (Dumbbell)",2,"aupersrt with shoulder press makes it harder trying hard to gwt 12 the drop set was after hammer cirls for extra volume",0,"normal",40,12,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Triceps Extension (Dumbbell)",2,"aupersrt with shoulder press makes it harder trying hard to gwt 12 the drop set was after hammer cirls for extra volume",1,"normal",40,11,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Triceps Extension (Dumbbell)",2,"aupersrt with shoulder press makes it harder trying hard to gwt 12 the drop set was after hammer cirls for extra volume",2,"normal",40,10,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Triceps Extension (Dumbbell)",2,"aupersrt with shoulder press makes it harder trying hard to gwt 12 the drop set was after hammer cirls for extra volume",3,"warmup",30,12,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Triceps Extension (Dumbbell)",2,"aupersrt with shoulder press makes it harder trying hard to gwt 12 the drop set was after hammer cirls for extra volume",4,"warmup",35,8,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Triceps Extension (Dumbbell)",2,"aupersrt with shoulder press makes it harder trying hard to gwt 12 the drop set was after hammer cirls for extra volume",5,"dropset",40,15,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Hammer Curl (Dumbbell)",,"",0,"normal",40,13,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Hammer Curl (Dumbbell)",,"",1,"normal",40,11,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Hammer Curl (Dumbbell)",,"",2,"normal",40,10,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Hammer Curl (Dumbbell)",,"",3,"warmup",12,15,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Hammer Curl (Dumbbell)",,"",4,"warmup",25,8,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Lateral Raise (Cable)",0,"",0,"normal",12.5,13,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Lateral Raise (Cable)",0,"",1,"normal",17.5,10,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Lateral Raise (Cable)",0,"",2,"warmup",12.5,10,,,
"sharms 🦍🌴","2 Mar 2025, 17:57","2 Mar 2025, 19:03","ran out of time so had to cut some short but good day","Triceps Pushdown",0,"",0,"normal",52.5,13,,,
